;Compound;UniProt_name;SEA;SuperPred;SwissTargetPrediction;in-house models
385;(-) epi-Adunctin E;NU1M_HUMAN;2.7899999999999996e-31;;;
386;(-) epi-Adunctin E;NU2M_HUMAN;2.7899999999999996e-31;;;
387;(-) epi-Adunctin E;NU3M_HUMAN;2.7899999999999996e-31;;;
388;(-) epi-Adunctin E;NU4LM_HUMAN;2.7899999999999996e-31;;;
389;(-) epi-Adunctin E;NU4M_HUMAN;1.76e-10;;0.106542926;
390;(-) epi-Adunctin E;NU5M_HUMAN;2.7899999999999996e-31;;;
391;(-) epi-Adunctin E;NU6M_HUMAN;2.7899999999999996e-31;;;
392;(-) epi-Adunctin E;NUA4L_HUMAN;2.7899999999999996e-31;;;
393;(-) epi-Adunctin E;P2RX3_HUMAN;;;0.106542926;
394;(-) epi-Adunctin E;P3C2G_HUMAN;;;0.106542926;
395;(-) epi-Adunctin E;PAK3_HUMAN;;;0.106542926;
396;(-) epi-Adunctin E;PDE10_HUMAN;;;0.106542926;
397;(-) epi-Adunctin E;PDPK1_HUMAN;;;0.106542926;
398;(-) epi-Adunctin E;PGFRA_HUMAN;;;0.106542926;
399;(-) epi-Adunctin E;PGFRB_HUMAN;;;0.106542926;
400;(-) epi-Adunctin E;PGH1_HUMAN;;;;0.7743909999999999
401;(-) epi-Adunctin E;PGH2_HUMAN;;;0.106542926;
402;(-) epi-Adunctin E;PGTB1_HUMAN;;;0.106542926;
403;(-) epi-Adunctin E;PGTB1_HUMAN|FNTA_HUMAN;;;0.106542926;
404;(-) epi-Adunctin E;PHKG2_HUMAN;;;0.106542926;
405;(-) epi-Adunctin E;PIM1_HUMAN;;;0.106542926;
406;(-) epi-Adunctin E;PKN2_HUMAN;;;0.106542926;
407;(-) epi-Adunctin E;PPARA_HUMAN;;;;0.120994
408;(-) epi-Adunctin E;PRP4B_HUMAN;;;0.106542926;
409;(-) epi-Adunctin E;PRP4_HUMAN;;;0.106542926;
410;(-) epi-Adunctin E;Q53I59_TRYCR;2.33e-15;;;
411;(-) epi-Adunctin E;Q8QGU2_CHICK;1.78e-06;;;
412;(-) epi-Adunctin E;QRFPR_HUMAN;;;0.106542926;
413;(-) epi-Adunctin E;RENI_HUMAN;;;0.106542926;
414;(-) epi-Adunctin E;RET_HUMAN;;;0.106542926;
415;(-) epi-Adunctin E;ROCK2_HUMAN;;;0.106542926;
416;(-) epi-Adunctin E;RXRA_HUMAN;;;0.106542926;
417;(-) epi-Adunctin E;S28A3_HUMAN;2.8e-30;;;
418;(-) epi-Adunctin E;SAE1_HUMAN|SAE2_HUMAN;;;0.106542926;
419;(-) epi-Adunctin E;SC5A1_RAT;8.32e-13;;;
420;(-) epi-Adunctin E;SC5A2_RAT;6.349999999999999e-08;;;
421;(-) epi-Adunctin E;SIA4A_HUMAN;;;0.106542926;
422;(-) epi-Adunctin E;SRC_HUMAN;;;0.106542926;
423;(-) epi-Adunctin E;TLR4_HUMAN;2.0699999999999999e-19;;;
424;(-) epi-Adunctin E;VGFR2_HUMAN;;;0.106542926;
425;(-) epi-Adunctin E;VGFR3_HUMAN;;;0.106542926;
426;(-) epi-Adunctin E;YES_HUMAN;;;0.106542926;
427;(-) epi-Adunctin E;ZAP70_HUMAN;;;0.106542926;
428;(±) Adunctin B;DHB3_HUMAN;;;;0.9175000000000001
429;(±) Adunctin B;DHI2_HUMAN;;;;0.9214
430;(±) Adunctin B;HYES_HUMAN;;;;0.9486
431;(Â±) Adunctin B;5HT1B_HUMAN;;;0.106165761;
432;(Â±) Adunctin B;5HT6R_HUMAN;;;0.106165761;
433;(Â±) Adunctin B;5HT7R_HUMAN;;;0.106165761;
434;(Â±) Adunctin B;AA2AR_HUMAN;;;0.106165761;
435;(Â±) Adunctin B;ACES_HUMAN;8.11e-06;;;
436;(Â±) Adunctin B;ACM1_HUMAN;;;0.106165761;
437;(Â±) Adunctin B;ACPM_HUMAN;1.6699999999999999e-31;;;
438;(Â±) Adunctin B;ADA10_HUMAN;;;0.106165761;
439;(Â±) Adunctin B;ADA17_HUMAN;;;0.106165761;
440;(Â±) Adunctin B;ADA1A_HUMAN;;;0.106165761;
441;(Â±) Adunctin B;ADA1B_HUMAN;;;0.106165761;
442;(Â±) Adunctin B;ADA1D_HUMAN;;;0.106165761;
443;(Â±) Adunctin B;ADRB1_MOUSE;1.08e-18;;;
444;(Â±) Adunctin B;ARBK1_HUMAN;;;0.106165761;
445;(Â±) Adunctin B;ATR_HUMAN;;;0.106165761;
446;(Â±) Adunctin B;ATS5_HUMAN;;;0.106165761;
447;(Â±) Adunctin B;BACE1_HUMAN;;;0.106165761;
448;(Â±) Adunctin B;BACE2_HUMAN;;;0.106165761;
449;(Â±) Adunctin B;BRAF_HUMAN;;;0.106165761;
450;(Â±) Adunctin B;CAC1B_HUMAN;;;0.106165761;
451;(Â±) Adunctin B;CAN1_HUMAN;1.87e-06;;0.106165761;
452;(Â±) Adunctin B;CASR_HUMAN;;;0.106165761;
453;(Â±) Adunctin B;CATB_HUMAN;;;0.106165761;
454;(Â±) Adunctin B;CATD_HUMAN;;;0.106165761;
455;(Â±) Adunctin B;CATS_HUMAN;;;0.106165761;
456;(Â±) Adunctin B;CCNB3_HUMAN|CDK1_HUMAN|CCNB1_HUMAN|CCNB2_HUMAN;;;0.106165761;
457;(Â±) Adunctin B;CCND1_HUMAN|CDK4_HUMAN;;;0.106165761;
458;(Â±) Adunctin B;CCNE1_HUMAN|CDK2_HUMAN;;;0.106165761;
459;(Â±) Adunctin B;CCNE2_HUMAN|CDK2_HUMAN|CCNE1_HUMAN;;;0.106165761;
460;(Â±) Adunctin B;CCR3_HUMAN;;;0.106165761;
461;(Â±) Adunctin B;CDK1_HUMAN;;;0.106165761;
462;(Â±) Adunctin B;CDK2_HUMAN;;;0.106165761;
463;(Â±) Adunctin B;CDK2_HUMAN|CCNA1_HUMAN|CCNA2_HUMAN;;;0.106165761;
464;(Â±) Adunctin B;CDK4_HUMAN;;;0.106165761;
465;(Â±) Adunctin B;CDK5_HUMAN;;;0.106165761;
466;(Â±) Adunctin B;CFAD_HUMAN;;;0.106165761;
467;(Â±) Adunctin B;CIA30_HUMAN;1.6699999999999999e-31;;;
468;(Â±) Adunctin B;CNR1_HUMAN;;;0.106165761;
469;(Â±) Adunctin B;CNR2_HUMAN;;;0.106165761;
470;(Â±) Adunctin B;CPT1A_HUMAN;;;0.106165761;
471;(Â±) Adunctin B;CRFR1_HUMAN;;;0.106165761;
472;(Â±) Adunctin B;CXCR1_HUMAN;;;0.106165761;
473;(Â±) Adunctin B;DCOR_HUMAN;2.5400000000000003e-13;;;
474;(Â±) Adunctin B;DRD4_HUMAN;;;0.106165761;
475;(Â±) Adunctin B;EGFR_HUMAN;;;0.106165761;
476;(Â±) Adunctin B;ENPL_CANLF;1.4800000000000003e-09;;;
477;(Â±) Adunctin B;ESR1_HUMAN;;;0.106165761;
478;(Â±) Adunctin B;EZH2_HUMAN;;;0.106165761;
479;(Â±) Adunctin B;F263_HUMAN;;;0.106165761;
480;(Â±) Adunctin B;FA9_HUMAN;;;0.106165761;
481;(Â±) Adunctin B;FAAH1_HUMAN;;;0.106165761;
482;(Â±) Adunctin B;FNTA_HUMAN|FNTB_HUMAN;;;0.106165761;
483;(Â±) Adunctin B;GASR_HUMAN;;;0.106165761;
484;(Â±) Adunctin B;GBRA2_HUMAN|GBRB3_HUMAN|GBRG2_HUMAN;;;0.106165761;
485;(Â±) Adunctin B;GBRB3_HUMAN|GBRA3_HUMAN|GBRG2_HUMAN;;;0.106165761;
486;(Â±) Adunctin B;GBRB3_HUMAN|GBRG2_HUMAN|GBRA1_HUMAN;;;0.106165761;
487;(Â±) Adunctin B;GBRB3_HUMAN|GBRG2_HUMAN|GBRA5_HUMAN;;;0.106165761;
488;(Â±) Adunctin B;GPR55_HUMAN;;;0.106165761;
489;(Â±) Adunctin B;GRAB_HUMAN;;;0.106165761;
490;(Â±) Adunctin B;GSK3B_HUMAN;;;0.106165761;
491;(Â±) Adunctin B;GTR1_HUMAN;;;0.106165761;
492;(Â±) Adunctin B;GTR2_HUMAN;;;0.106165761;
493;(Â±) Adunctin B;GTR3_HUMAN;;;0.106165761;
494;(Â±) Adunctin B;HPPD_ARATH;1.51e-10;;;
495;(Â±) Adunctin B;HS90A_HUMAN;;;0.106165761;
496;(Â±) Adunctin B;HS90B_HUMAN;;;0.106165761;
497;(Â±) Adunctin B;HXK4_HUMAN;;;0.106165761;
498;(Â±) Adunctin B;JAK3_HUMAN;;;0.106165761;
499;(Â±) Adunctin B;KCNA5_HUMAN;;;0.106165761;
500;(Â±) Adunctin B;KIF11_HUMAN;;;0.106165761;
501;(Â±) Adunctin B;KSYK_HUMAN;;;0.106165761;
502;(Â±) Adunctin B;LDLR_HUMAN;;;0.106165761;
503;(Â±) Adunctin B;LKHA4_HUMAN;;;0.106165761;
504;(Â±) Adunctin B;LRRK2_HUMAN;;;0.106165761;
505;(Â±) Adunctin B;MCR_HUMAN;;;0.106165761;
506;(Â±) Adunctin B;MDR1_HUMAN;5.82e-13;;;
507;(Â±) Adunctin B;MK01_HUMAN;;;0.106165761;
508;(Â±) Adunctin B;MK08_HUMAN;;;0.106165761;
509;(Â±) Adunctin B;MMP1_HUMAN;;;0.106165761;
510;(Â±) Adunctin B;MP2K1_HUMAN;;;0.106165761;
511;(Â±) Adunctin B;MTOR_HUMAN;;;0.106165761;
512;(Â±) Adunctin B;MTR1A_HUMAN;;;0.106165761;
513;(Â±) Adunctin B;MTR1B_HUMAN;;;0.106165761;
514;(Â±) Adunctin B;NAMPT_HUMAN;;;0.106165761;
515;(Â±) Adunctin B;NDUA1_HUMAN;1.6699999999999999e-31;;;
516;(Â±) Adunctin B;NDUA2_HUMAN;1.6699999999999999e-31;;;
517;(Â±) Adunctin B;NDUA3_HUMAN;1.6699999999999999e-31;;;
518;(Â±) Adunctin B;NDUA4_HUMAN;5.549999999999999e-16;;;
519;(Â±) Adunctin B;NDUA5_HUMAN;1.6699999999999999e-31;;;
520;(Â±) Adunctin B;NDUA6_HUMAN;1.6699999999999999e-31;;;
521;(Â±) Adunctin B;NDUA7_HUMAN;1.6699999999999999e-31;;;
522;(Â±) Adunctin B;NDUA8_HUMAN;1.6699999999999999e-31;;;
523;(Â±) Adunctin B;NDUA9_HUMAN;1.6699999999999999e-31;;;
524;(Â±) Adunctin B;NDUAA_HUMAN;1.6699999999999999e-31;;;
525;(Â±) Adunctin B;NDUAB_HUMAN;1.6699999999999999e-31;;;
526;(Â±) Adunctin B;NDUAC_HUMAN;1.6699999999999999e-31;;;
527;(Â±) Adunctin B;NDUAD_HUMAN;1.6699999999999999e-31;;;
528;(Â±) Adunctin B;NDUB1_HUMAN;1.6699999999999999e-31;;;
529;(Â±) Adunctin B;NDUB2_HUMAN;1.6699999999999999e-31;;;
530;(Â±) Adunctin B;NDUB3_HUMAN;1.6699999999999999e-31;;;
531;(Â±) Adunctin B;NDUB4_HUMAN;1.6699999999999999e-31;;;
532;(Â±) Adunctin B;NDUB5_HUMAN;1.6699999999999999e-31;;;
533;(Â±) Adunctin B;NDUB6_HUMAN;1.6699999999999999e-31;;;
534;(Â±) Adunctin B;NDUB7_HUMAN;1.6699999999999999e-31;;;
535;(Â±) Adunctin B;NDUB8_HUMAN;1.6699999999999999e-31;;;
536;(Â±) Adunctin B;NDUB9_HUMAN;1.6699999999999999e-31;;;
537;(Â±) Adunctin B;NDUBA_HUMAN;1.6699999999999999e-31;;;
538;(Â±) Adunctin B;NDUBB_HUMAN;1.6699999999999999e-31;;;
539;(Â±) Adunctin B;NDUC1_HUMAN;1.6699999999999999e-31;;;
540;(Â±) Adunctin B;NDUC2_HUMAN;1.6699999999999999e-31;;;
541;(Â±) Adunctin B;NDUF2_HUMAN;1.6699999999999999e-31;;;
542;(Â±) Adunctin B;NDUF3_HUMAN;1.6699999999999999e-31;;;
543;(Â±) Adunctin B;NDUF4_HUMAN;1.6699999999999999e-31;;;
544;(Â±) Adunctin B;NDUS1_HUMAN;1.6699999999999999e-31;;;
545;(Â±) Adunctin B;NDUS2_HUMAN;1.6699999999999999e-31;;;
546;(Â±) Adunctin B;NDUS3_HUMAN;1.6699999999999999e-31;;;
547;(Â±) Adunctin B;NDUS4_HUMAN;1.6699999999999999e-31;;;
548;(Â±) Adunctin B;NDUS5_HUMAN;1.6699999999999999e-31;;;
549;(Â±) Adunctin B;NDUS6_HUMAN;1.6699999999999999e-31;;;
550;(Â±) Adunctin B;NDUS7_HUMAN;1.6699999999999999e-31;;;
551;(Â±) Adunctin B;NDUS8_HUMAN;1.6699999999999999e-31;;;
552;(Â±) Adunctin B;NDUV1_HUMAN;1.6699999999999999e-31;;;
553;(Â±) Adunctin B;NDUV2_HUMAN;1.6699999999999999e-31;;;
554;(Â±) Adunctin B;NDUV3_HUMAN;1.6699999999999999e-31;;;
555;(Â±) Adunctin B;NK1R_HUMAN;;;0.106165761;
556;(Â±) Adunctin B;NK3R_HUMAN;;;0.106165761;
557;(Â±) Adunctin B;NU1M_HUMAN;1.6699999999999999e-31;;;
558;(Â±) Adunctin B;NU2M_HUMAN;1.6699999999999999e-31;;;
559;(Â±) Adunctin B;NU3M_HUMAN;1.6699999999999999e-31;;;
560;(Â±) Adunctin B;NU4LM_HUMAN;1.6699999999999999e-31;;;
561;(Â±) Adunctin B;NU4M_HUMAN;1.49e-10;;;
562;(Â±) Adunctin B;NU5M_HUMAN;1.6699999999999999e-31;;;
563;(Â±) Adunctin B;NU6M_HUMAN;1.6699999999999999e-31;;;
564;(Â±) Adunctin B;NUA4L_HUMAN;1.6699999999999999e-31;;;
565;(Â±) Adunctin B;OX1R_HUMAN;;;0.106165761;
566;(Â±) Adunctin B;OXYR_HUMAN;;;0.106165761;
567;(Â±) Adunctin B;P2RX3_HUMAN;;;0.106165761;
568;(Â±) Adunctin B;P2RY1_HUMAN;;;0.106165761;
569;(Â±) Adunctin B;PDE10_HUMAN;;;0.106165761;
570;(Â±) Adunctin B;PDK1_HUMAN;;;0.106165761;
571;(Â±) Adunctin B;PGFRB_HUMAN;;;0.106165761;
572;(Â±) Adunctin B;PK3CA_HUMAN;;;0.106165761;
573;(Â±) Adunctin B;PPIA_HUMAN;;;0.106165761;
574;(Â±) Adunctin B;PRGR_HUMAN;;;0.106165761;
575;(Â±) Adunctin B;Q53I59_TRYCR;8.879999999999999e-15;;;
576;(Â±) Adunctin B;Q8QGU2_CHICK;1.65e-06;;;
577;(Â±) Adunctin B;RAF1_HUMAN;;;0.106165761;
578;(Â±) Adunctin B;RET_HUMAN;;;0.106165761;
579;(Â±) Adunctin B;RORG_HUMAN;;;0.106165761;
580;(Â±) Adunctin B;S28A3_HUMAN;7.399999999999999e-34;;;
581;(Â±) Adunctin B;SC5A1_HUMAN;5.81e-07;;;
582;(Â±) Adunctin B;SC5A1_RAT;3e-14;;;
583;(Â±) Adunctin B;SC5A2_HUMAN;1.2099999999999998e-07;;;
584;(Â±) Adunctin B;SC5A2_RAT;8.78e-09;;;
585;(Â±) Adunctin B;SC6A4_HUMAN;;;0.106165761;
586;(Â±) Adunctin B;SMCA2_HUMAN;;;0.106165761;
587;(Â±) Adunctin B;STAT3_HUMAN;;;0.106165761;
588;(Â±) Adunctin B;TA2R_HUMAN;;;0.106165761;
589;(Â±) Adunctin B;TLR9_HUMAN;;;0.106165761;
590;(Â±) Adunctin B;TRPV1_HUMAN;;;0.106165761;
591;(Â±) Adunctin B;TSPO_HUMAN;;;0.106165761;
592;(Â±) Adunctin B;TYSY_HUMAN;;;0.106165761;
593;(Â±) Adunctin B;VGFR1_HUMAN;;;0.106165761;
594;09.03.4311;AMY1_HUMAN;2.24e-14;;;
595;09.03.4311;CAH12_HUMAN;9.92e-24;;;
596;09.03.4311;CAH14_HUMAN;4.2399999999999997e-19;;;
597;09.03.4311;CAH1_HUMAN;1.11e-16;;;
598;09.03.4311;CAH2_HUMAN;5.2200000000000004e-15;;;
599;09.03.4311;CAH9_HUMAN;5.3e-22;;;
600;09.03.4311;O96394_LEIAM;5.86e-08;;;
601;09.03.4311;PAI1_HUMAN;6.97e-06;;;
602;09.03.4311;S28A3_HUMAN;3.56e-35;;;
603;09.03.4311;SC5A1_HUMAN;1.8200000000000002e-10;;;
604;09.03.4311;SC5A1_RAT;8.77e-15;;;
605;09.03.4311;SC5A2_HUMAN;3.6200000000000004e-10;;;
606;09.03.4311;SC5A2_RAT;3.33e-16;;;
607;09.03.4311;SC5A4_HUMAN;5.51e-08;;;
608;1000268-43-8;A0A0C7ACN7_PSEAI;1.4400000000000001e-19;;;
609;1000268-43-8;ABCG2_HUMAN;1.98e-06;;;
610;1000268-43-8;ACES_HUMAN;;;0.106099949;0.346913
611;1000268-43-8;ACE_MOUSE;4.95e-07;;;
612;1000268-43-8;AK1BA_HUMAN;5.3499999999999996e-08;;;
613;1000268-43-8;AK1C3_HUMAN;;;;0.35634499999999997
614;1000268-43-8;ALDR_RAT;1.4400000000000002e-09;;;
615;1000268-43-8;CAH14_HUMAN;1.43e-06;;;
616;1000268-43-8;CAH6_HUMAN;3.61e-06;;;
617;1000268-43-8;CAH7_HUMAN;9.18e-08;;;
618;1000268-43-8;CALM1_HUMAN;1.67e-08;;;
619;1000268-43-8;CAN_CANAL;2.75e-11;;;
620;1000268-43-8;CELA1_HUMAN;5.78e-06;;;
621;1000268-43-8;COMT_RAT;1.0400000000000001e-09;;;
622;1000268-43-8;CP19A_HUMAN;;;;0.7235090000000001
623;1000268-43-8;CP24A_RAT;2.0699999999999999e-19;;;
624;1000268-43-8;CP27B_MOUSE;3.76e-06;;;
625;1000268-43-8;CP2D6_HUMAN;;;;0.6423705000000001
626;1000268-43-8;DHB2_HUMAN;;;;0.9704444444444444
627;1000268-43-8;DHB3_HUMAN;1.6399999999999999e-07;;;0.9063749999999999
628;1000268-43-8;DHB4_HUMAN;;;;0.30981450099999996
629;1000268-43-8;DHB7_HUMAN;;;;0.9155
630;1000268-43-8;DHI2_HUMAN;;;;0.916
631;1000268-43-8;DPOL_HHV6U;9.92e-07;;;
632;1000268-43-8;EGFR_MOUSE;9.42e-06;;;
633;1000268-43-8;ERCC1_HUMAN;2.74e-06;;;
634;1000268-43-8;ESR1_HUMAN;;;0.106099949;0.966920634920635
635;1000268-43-8;FFAR1_HUMAN;2.0100000000000003e-09;;;
636;1000268-43-8;FFAR4_HUMAN;7.98e-08;;;
637;1000268-43-8;GCR_HUMAN;;;;0.0271682
638;1000268-43-8;GRM2_RAT;6.17e-06;;;
639;1000268-43-8;H9TVJ1_CHISP;2.53e-22;;;
640;1000268-43-8;HCAR2_HUMAN;4.21e-07;;;
641;1000268-43-8;ITF2_HUMAN;3.65e-10;;;
642;1000268-43-8;KCNA1_HUMAN;8.88e-16;;;
643;1000268-43-8;KCNA2_HUMAN;4.79e-26;;;
644;1000268-43-8;KCNA3_MOUSE;3.4e-46;;;
645;1000268-43-8;KCNA4_HUMAN;2.88e-20;;;
646;1000268-43-8;KCNK2_HUMAN;7.079999999999999e-07;;;
647;1000268-43-8;LOX15_HUMAN;9.44e-11;;;
648;1000268-43-8;LOX15_RAT;1.08e-08;;;
649;1000268-43-8;LOX5_HUMAN;;;;0.767891
650;1000268-43-8;MCR_HUMAN;;;;0.06366125
651;1000268-43-8;MDR1_HUMAN;7.08e-12;;;
652;1000268-43-8;MGRA_STAAU;1.29e-33;;;
653;1000268-43-8;MK14_HUMAN;;;;0.00140065
654;1000268-43-8;MTCA1_MYCTU;1.15e-10;;;
655;1000268-43-8;MTSI_SPISQ;2.57e-10;;;
656;1000268-43-8;NEP_MOUSE;5.11e-10;;;
657;1000268-43-8;NR1H2_HUMAN;;;;0.401814
658;1000268-43-8;NR1H4_HUMAN;;;;0.193875
659;1000268-43-8;P2RX1_MOUSE;7.109999999999999e-11;;;
660;1000268-43-8;P96878_MYCTU;4.51e-08;;;
661;1000268-43-8;PDK3_HUMAN;7.69e-13;;;
662;1000268-43-8;PDK4_HUMAN;1.08e-14;;;
663;1000268-43-8;PGH1_HUMAN;;;;0.549327
664;1000268-43-8;PHHY_PSEFL;9.52e-32;;;
665;1000268-43-8;PPO2_AGABI;4.65e-14;;;
666;1000268-43-8;Q25270_LEIDO;2.72e-06;;;
667;1000268-43-8;Q3I4V7_CRYNV;1.1300000000000001e-23;;;
668;1000268-43-8;Q49PX0_9POXV;1.4199999999999999e-09;;;
669;1000268-43-8;Q9BEG3_BOVIN;9.890000000000001e-09;;;
670;1000268-43-8;S28A3_HUMAN;2.6699999999999996e-36;;;
671;1000268-43-8;SC5A1_RAT;3.44e-15;;;
672;1000268-43-8;SC5A2_RAT;2.41e-09;;;
673;1000268-43-8;SHBG_HUMAN;2.1600000000000004e-09;;;
674;1000268-43-8;SPRE_HUMAN;3.16e-13;;;
675;1000268-43-8;STXA_SHIDY;4.45e-08;;;
676;1000268-43-8;TBB1_HUMAN;7.66e-08;;0.114337559;
677;1000268-43-8;TBB2B_BOVIN;2.5899999999999997e-08;;;
678;1000268-43-8;THA_HUMAN;7.56e-06;;;
679;1000268-43-8;TPMT_HUMAN;2.33e-10;;;
680;1000268-43-8;TTHY_HUMAN;1.56e-06;;;
681;1000268-43-8;UBP4_HUMAN;5.3e-30;;;
682;1000268-43-8;UBP5_HUMAN;1.49e-19;;;
683;1000268-43-8;XPF_HUMAN;2.74e-06;;;
684;100634-10-4;1433G_HUMAN;;;0.100578902;
685;100634-10-4;A0A0C7ACN7_PSEAI;1.6099999999999997e-26;;;
686;100634-10-4;A4_HUMAN;;;0.100578902;
687;100634-10-4;AA2BR_RAT;7.77e-16;;;
688;100634-10-4;ACES_HUMAN;;;0.100578902;0.180911238555
689;100634-10-4;ACLY_RAT;2.72e-06;;;
690;100634-10-4;ADA17_HUMAN;;;0.100578902;
691;100634-10-4;ADCY5_HUMAN;;;0.100578902;
692;100634-10-4;ADRB1_MOUSE;4.05e-07;;;
693;100634-10-4;AK1BA_HUMAN;9.18e-10;;;
694;100634-10-4;AK1C4_HUMAN;3.14e-11;;;
695;100634-10-4;ALDR_RAT;2.01e-13;;;
696;100634-10-4;AOFA_HUMAN;;;0.100578902;
697;100634-10-4;ARP19_RAT;3.33e-30;;;
698;100634-10-4;B2CL1_HUMAN;;;0.100578902;
699;100634-10-4;C11B1_HUMAN;;;0.100578902;
700;100634-10-4;CAH12_HUMAN;;;0.100578902;
701;100634-10-4;CAH13_MOUSE;1.1e-06;;;
702;100634-10-4;CAH14_HUMAN;1.05e-08;;;
703;100634-10-4;CAH4_HUMAN;;;0.100578902;
704;100634-10-4;CAH5A_HUMAN;5e-06;;;
705;100634-10-4;CAH5B_HUMAN;1.44e-06;;;
706;100634-10-4;CAH6_HUMAN;1.01e-08;;;
707;100634-10-4;CAH7_HUMAN;2.1899999999999997e-09;;0.100578902;
708;100634-10-4;CAN_CANAL;4.54e-14;;;
709;100634-10-4;CD5R1_HUMAN|CDK5_HUMAN;;;0.100578902;
710;100634-10-4;CDK2_HUMAN;;;0.100578902;
711;100634-10-4;CDK4_HUMAN;;;0.100578902;
712;100634-10-4;CHK1_HUMAN;;;0.100578902;
713;100634-10-4;COMT_HUMAN;;;0.100578902;
714;100634-10-4;COMT_PIG;1.4400000000000002e-09;;;
715;100634-10-4;COMT_RAT;2.0000000000000002e-11;;;
716;100634-10-4;CP17A_HUMAN;;;0.100578902;
717;100634-10-4;CP19A_HUMAN;;;0.100578902;0.500636
718;100634-10-4;CP1B1_HUMAN;;;0.100578902;
719;100634-10-4;CP24A_HUMAN;;;0.100578902;
720;100634-10-4;CP2C9_HUMAN;;;0.100578902;
721;100634-10-4;CP2CJ_HUMAN;;;0.100578902;
722;100634-10-4;CP2D6_HUMAN;;;;0.354033
723;100634-10-4;CP3A4_HUMAN;;;0.100578902;
724;100634-10-4;DHB14_HUMAN;;;0.100578902;
725;100634-10-4;DHB1_HUMAN;;;0.100578902;
726;100634-10-4;DHB2_HUMAN;;;;0.971
727;100634-10-4;DHB3_HUMAN;;;0.100578902;0.9145000000000001
728;100634-10-4;DHB4_HUMAN;;;;0.39556087500000003
729;100634-10-4;DHB7_HUMAN;;;;0.9125
730;100634-10-4;DHI2_HUMAN;;;;0.8343750000000001
731;100634-10-4;DOPO_HUMAN;6.64e-07;;;
732;100634-10-4;DOPO_RAT;1.13e-07;;;
733;100634-10-4;DPOL_HHV6U;1.2099999999999998e-07;;;
734;100634-10-4;DYR1A_MOUSE;6.409999999999999e-09;;;
735;100634-10-4;EGFR_HUMAN;;;0.100578902;
736;100634-10-4;EGFR_MOUSE;6.6e-22;;;
737;100634-10-4;ERBB2_HUMAN;;;0.100578902;
738;100634-10-4;ERCC1_HUMAN;2.44e-43;;;
739;100634-10-4;ESR1_HUMAN;;;0.34627048299999996;0.9657904761904762
740;100634-10-4;ESR2_HUMAN;;;0.100578902;
741;100634-10-4;EST2_HUMAN;;;0.100578902;
742;100634-10-4;EZRI_HUMAN;1.42e-10;;;
743;100634-10-4;GLR_HUMAN;;;0.100578902;
744;100634-10-4;H9TVJ1_CHISP;5.59e-20;;;
745;100634-10-4;HCAR2_HUMAN;6.929999999999999e-13;;;
746;100634-10-4;HDAC5_HUMAN;;;0.100578902;
747;100634-10-4;HDAC7_HUMAN;;;0.100578902;
748;100634-10-4;HMDH_HUMAN;;;0.100578902;
749;100634-10-4;HPGDS_HUMAN;;;0.100578902;
750;100634-10-4;HS90A_HUMAN;;;0.100578902;
751;100634-10-4;IBP3_HUMAN;4.09e-10;;0.100578902;
752;100634-10-4;IBP5_HUMAN;6.299999999999999e-47;;;
753;100634-10-4;IGF1R_HUMAN;;;0.100578902;
754;100634-10-4;INSR_HUMAN;;;0.100578902;
755;100634-10-4;KAPCA_HUMAN;;;0.100578902;
756;100634-10-4;KDM4E_HUMAN;3.32e-12;;;
757;100634-10-4;KS6A3_HUMAN;;;0.100578902;
758;100634-10-4;KS6A5_HUMAN;;;0.100578902;
759;100634-10-4;KSYK_HUMAN;;;0.100578902;
760;100634-10-4;LOX12_HUMAN;;;0.100578902;
761;100634-10-4;LOX15_HUMAN;1.43e-23;;0.100578902;
762;100634-10-4;LOX15_RABIT;6.65e-07;;;
763;100634-10-4;LOX1_SOYBN;1.77e-13;;;
764;100634-10-4;LOX5_HUMAN;;;0.100578902;0.9278945333333333
765;100634-10-4;M3K8_HUMAN;;;0.100578902;
766;100634-10-4;MCR_HUMAN;;;;0.08826855
767;100634-10-4;MGRA_STAAU;6.879999999999999e-37;;;
768;100634-10-4;MKNK2_HUMAN;;;0.100578902;
769;100634-10-4;MMP14_HUMAN;;;0.100578902;
770;100634-10-4;MMP15_HUMAN;;;0.100578902;
771;100634-10-4;MMP16_HUMAN;;;0.100578902;
772;100634-10-4;MMP26_HUMAN;;;0.100578902;
773;100634-10-4;MMP2_HUMAN;;;0.100578902;
774;100634-10-4;MMP3_HUMAN;;;0.100578902;
775;100634-10-4;MMP9_HUMAN;;;0.100578902;
776;100634-10-4;MPI_HUMAN;;;0.100578902;
777;100634-10-4;MTCA1_MYCTU;1.96e-10;;;
778;100634-10-4;NOTUM_HUMAN;;;0.100578902;
779;100634-10-4;NOX4_HUMAN;;;0.100578902;
780;100634-10-4;P96878_MYCTU;4.74e-08;;;
781;100634-10-4;PA2G5_HUMAN;;;0.100578902;
782;100634-10-4;PA_I000X;1.11e-16;;;
783;100634-10-4;PDE5A_HUMAN;;;0.100578902;
784;100634-10-4;PDK1_HUMAN;6.5e-31;;;
785;100634-10-4;PDK3_HUMAN;7.68e-14;;;
786;100634-10-4;PDK4_HUMAN;7.77e-16;;;
787;100634-10-4;PDPK1_HUMAN;;;0.100578902;
788;100634-10-4;PGH1_HUMAN;;;0.100578902;
